cat_strategy,mouse_strategy,caught,caught_time,caught_seconds,steps,num_mice,map
PredictiveCat,Memory,1,24,0.0,24,6,hard
PredictiveCat,Random,1,27,0.0,27,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,Random,1,57,0.01,57,6,hard
PredictiveCat,Memory,1,75,0.01,75,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,200,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,Predictive,0,-1,-1,200,6,hard
PredictiveCat,Corner,0,-1,-1,201,6,hard
PredictiveCat,Memory,1,22,0.0,22,6,hard
PredictiveCat,Corner,1,80,0.01,80,6,hard
PredictiveCat,Random,1,93,0.01,93,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,200,6,hard
PredictiveCat,RunAway,0,-1,-1,201,6,hard
PredictiveCat,Random,1,31,0.0,31,6,hard
PredictiveCat,Memory,1,62,0.01,62,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,RunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,200,6,hard
PredictiveCat,Memory,1,49,0.0,49,6,hard
PredictiveCat,Random,1,68,0.0,68,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,201,6,hard
PredictiveCat,Random,1,47,0.0,47,6,hard
PredictiveCat,Memory,1,59,0.0,59,6,hard
PredictiveCat,RunAway,1,78,0.01,78,6,hard
PredictiveCat,Predictive,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,200,6,hard
PredictiveCat,Corner,0,-1,-1,200,6,hard
PredictiveCat,Memory,1,16,0.0,16,6,hard
PredictiveCat,Random,1,68,0.01,68,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,200,6,hard
PredictiveCat,RunAway,0,-1,-1,201,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,201,6,hard
PredictiveCat,Corner,1,0,0.0,0,6,hard
PredictiveCat,Random,1,24,0.0,24,6,hard
PredictiveCat,Memory,1,90,0.01,90,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,200,6,hard
PredictiveCat,Predictive,0,-1,-1,200,6,hard
PredictiveCat,Predictive,1,9,0.0,9,6,hard
PredictiveCat,Memory,1,75,0.01,75,6,hard
PredictiveCat,Corner,1,96,0.01,96,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Random,0,-1,-1,200,6,hard
PredictiveCat,RunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,1,12,0.0,12,6,hard
PredictiveCat,Memory,1,34,0.0,34,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,Random,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,Memory,1,21,0.0,21,6,hard
PredictiveCat,Random,0,-1,-1,200,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,200,6,hard
PredictiveCat,Predictive,0,-1,-1,200,6,hard
PredictiveCat,Memory,1,43,0.0,43,6,hard
PredictiveCat,Corner,1,52,0.0,52,6,hard
PredictiveCat,Random,1,63,0.0,63,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,Memory,1,6,0.0,6,6,hard
PredictiveCat,Random,1,31,0.0,31,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,Predictive,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,201,6,hard
PredictiveCat,Random,1,18,0.0,18,6,hard
PredictiveCat,Memory,1,87,0.01,87,6,hard
PredictiveCat,Corner,1,100,0.01,100,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,200,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,Random,1,23,0.0,23,6,hard
PredictiveCat,Corner,1,49,0.01,49,6,hard
PredictiveCat,RunAway,1,77,0.01,77,6,hard
PredictiveCat,Memory,1,87,0.01,87,6,hard
PredictiveCat,Predictive,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,1,18,0.0,18,6,hard
PredictiveCat,Random,1,21,0.0,21,6,hard
PredictiveCat,Memory,1,50,0.01,50,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,200,6,hard
PredictiveCat,Predictive,0,-1,-1,200,6,hard
PredictiveCat,RunAway,0,-1,-1,201,6,hard
PredictiveCat,Random,1,56,0.01,56,6,hard
PredictiveCat,SmartRunAway,1,75,0.01,75,6,hard
PredictiveCat,Predictive,1,75,0.01,75,6,hard
PredictiveCat,Memory,1,96,0.01,96,6,hard
PredictiveCat,RunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,201,6,hard
PredictiveCat,Random,1,8,0.0,8,6,hard
PredictiveCat,Corner,1,21,0.0,21,6,hard
PredictiveCat,Memory,1,41,0.0,41,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,200,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,RunAway,0,-1,-1,201,6,hard
PredictiveCat,Predictive,1,0,0.0,0,6,hard
PredictiveCat,Random,1,17,0.0,17,6,hard
PredictiveCat,Memory,1,23,0.0,23,6,hard
PredictiveCat,RunAway,0,-1,-1,201,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,200,6,hard
PredictiveCat,Random,1,28,0.0,28,6,hard
PredictiveCat,RunAway,1,43,0.0,43,6,hard
PredictiveCat,Corner,1,51,0.01,51,6,hard
PredictiveCat,Memory,1,65,0.01,65,6,hard
PredictiveCat,SmartRunAway,1,102,0.01,102,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,Memory,1,21,0.0,21,6,hard
PredictiveCat,Random,1,36,0.0,36,6,hard
PredictiveCat,RunAway,1,79,0.01,79,6,hard
PredictiveCat,Predictive,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,201,6,hard
PredictiveCat,Memory,1,4,0.0,4,6,hard
PredictiveCat,Random,1,45,0.0,45,6,hard
PredictiveCat,Predictive,1,61,0.0,61,6,hard
PredictiveCat,RunAway,0,-1,-1,200,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,200,6,hard
PredictiveCat,Memory,1,26,0.0,26,6,hard
PredictiveCat,Random,1,57,0.0,57,6,hard
PredictiveCat,RunAway,0,-1,-1,201,6,hard
PredictiveCat,Predictive,0,-1,-1,201,6,hard
PredictiveCat,SmartRunAway,0,-1,-1,201,6,hard
PredictiveCat,Corner,0,-1,-1,200,6,hard
BurstMoveCat,Memory,1,6,0.0,6,6,hard
BurstMoveCat,Corner,1,10,0.0,10,6,hard
BurstMoveCat,Random,1,20,0.0,20,6,hard
BurstMoveCat,SmartRunAway,1,44,0.0,44,6,hard
BurstMoveCat,RunAway,1,49,0.0,49,6,hard
BurstMoveCat,Predictive,1,89,0.01,89,6,hard
BurstMoveCat,Corner,1,0,0.0,0,6,hard
BurstMoveCat,Predictive,1,4,0.0,4,6,hard
BurstMoveCat,Random,1,22,0.0,22,6,hard
BurstMoveCat,Memory,1,30,0.0,30,6,hard
BurstMoveCat,RunAway,1,40,0.0,40,6,hard
BurstMoveCat,SmartRunAway,1,73,0.0,73,6,hard
BurstMoveCat,Memory,1,6,0.0,6,6,hard
BurstMoveCat,Random,1,12,0.0,12,6,hard
BurstMoveCat,RunAway,1,12,0.0,12,6,hard
BurstMoveCat,Corner,1,30,0.0,30,6,hard
BurstMoveCat,SmartRunAway,1,46,0.0,46,6,hard
BurstMoveCat,Predictive,1,80,0.01,80,6,hard
BurstMoveCat,Random,1,9,0.0,9,6,hard
BurstMoveCat,SmartRunAway,1,11,0.0,11,6,hard
BurstMoveCat,Memory,1,39,0.0,39,6,hard
BurstMoveCat,Corner,1,49,0.0,49,6,hard
BurstMoveCat,Predictive,1,64,0.0,64,6,hard
BurstMoveCat,RunAway,1,89,0.01,89,6,hard
BurstMoveCat,Predictive,1,0,0.0,0,6,hard
BurstMoveCat,Corner,1,4,0.0,4,6,hard
BurstMoveCat,Random,1,19,0.0,19,6,hard
BurstMoveCat,Memory,1,22,0.0,22,6,hard
BurstMoveCat,SmartRunAway,1,33,0.0,33,6,hard
BurstMoveCat,RunAway,1,57,0.0,57,6,hard
BurstMoveCat,Memory,1,7,0.0,7,6,hard
BurstMoveCat,Corner,1,12,0.0,12,6,hard
BurstMoveCat,Random,1,28,0.0,28,6,hard
BurstMoveCat,SmartRunAway,1,82,0.0,82,6,hard
BurstMoveCat,RunAway,0,-1,-1,201,6,hard
BurstMoveCat,Predictive,0,-1,-1,200,6,hard
BurstMoveCat,Memory,1,19,0.0,19,6,hard
BurstMoveCat,SmartRunAway,1,26,0.0,26,6,hard
BurstMoveCat,Predictive,1,26,0.0,26,6,hard
BurstMoveCat,RunAway,1,29,0.0,29,6,hard
BurstMoveCat,Random,1,48,0.0,48,6,hard
BurstMoveCat,Corner,1,60,0.0,60,6,hard
BurstMoveCat,SmartRunAway,1,8,0.0,8,6,hard
BurstMoveCat,Corner,1,19,0.0,19,6,hard
BurstMoveCat,Memory,1,19,0.0,19,6,hard
BurstMoveCat,Random,1,44,0.0,44,6,hard
BurstMoveCat,RunAway,1,76,0.0,76,6,hard
BurstMoveCat,Predictive,1,94,0.0,94,6,hard
BurstMoveCat,Predictive,1,7,0.0,7,6,hard
BurstMoveCat,Memory,1,14,0.0,14,6,hard
BurstMoveCat,Corner,1,27,0.0,27,6,hard
BurstMoveCat,Random,1,48,0.0,48,6,hard
BurstMoveCat,RunAway,1,59,0.0,59,6,hard
BurstMoveCat,SmartRunAway,1,68,0.0,68,6,hard
BurstMoveCat,Corner,1,15,0.0,15,6,hard
BurstMoveCat,Random,1,19,0.0,19,6,hard
BurstMoveCat,SmartRunAway,1,29,0.0,29,6,hard
BurstMoveCat,Memory,1,51,0.0,51,6,hard
BurstMoveCat,Predictive,1,59,0.0,59,6,hard
BurstMoveCat,RunAway,1,97,0.0,97,6,hard
BurstMoveCat,Memory,1,3,0.0,3,6,hard
BurstMoveCat,Random,1,6,0.0,6,6,hard
BurstMoveCat,Corner,1,20,0.0,20,6,hard
BurstMoveCat,Predictive,1,33,0.0,33,6,hard
BurstMoveCat,RunAway,1,49,0.0,49,6,hard
BurstMoveCat,SmartRunAway,0,-1,-1,201,6,hard
BurstMoveCat,Memory,1,8,0.0,8,6,hard
BurstMoveCat,Corner,1,20,0.0,20,6,hard
BurstMoveCat,RunAway,1,44,0.0,44,6,hard
BurstMoveCat,SmartRunAway,1,47,0.0,47,6,hard
BurstMoveCat,Random,1,69,0.0,69,6,hard
BurstMoveCat,Predictive,1,79,0.0,79,6,hard
BurstMoveCat,RunAway,1,12,0.0,12,6,hard
BurstMoveCat,Memory,1,19,0.0,19,6,hard
BurstMoveCat,SmartRunAway,1,27,0.0,27,6,hard
BurstMoveCat,Random,1,43,0.0,43,6,hard
BurstMoveCat,Predictive,1,64,0.0,64,6,hard
BurstMoveCat,Corner,1,80,0.0,80,6,hard
BurstMoveCat,Memory,1,19,0.0,19,6,hard
BurstMoveCat,SmartRunAway,1,33,0.0,33,6,hard
BurstMoveCat,Random,1,51,0.0,51,6,hard
BurstMoveCat,Predictive,1,55,0.0,55,6,hard
BurstMoveCat,Corner,1,79,0.01,79,6,hard
BurstMoveCat,RunAway,0,-1,-1,201,6,hard
BurstMoveCat,Predictive,1,17,0.0,17,6,hard
BurstMoveCat,Corner,1,41,0.0,41,6,hard
BurstMoveCat,SmartRunAway,1,83,0.0,83,6,hard
BurstMoveCat,Random,1,99,0.0,99,6,hard
BurstMoveCat,Memory,0,-1,-1,201,6,hard
BurstMoveCat,RunAway,0,-1,-1,200,6,hard
BurstMoveCat,Random,1,3,0.0,3,6,hard
BurstMoveCat,Memory,1,13,0.0,13,6,hard
BurstMoveCat,RunAway,1,29,0.0,29,6,hard
BurstMoveCat,Corner,1,51,0.0,51,6,hard
BurstMoveCat,SmartRunAway,0,-1,-1,201,6,hard
BurstMoveCat,Predictive,0,-1,-1,200,6,hard
BurstMoveCat,SmartRunAway,1,22,0.0,22,6,hard
BurstMoveCat,Random,1,37,0.0,37,6,hard
BurstMoveCat,RunAway,1,56,0.0,56,6,hard
BurstMoveCat,Memory,1,61,0.0,61,6,hard
BurstMoveCat,Corner,1,77,0.0,77,6,hard
BurstMoveCat,Predictive,0,-1,-1,200,6,hard
BurstMoveCat,Memory,1,1,0.0,1,6,hard
BurstMoveCat,Random,1,9,0.0,9,6,hard
BurstMoveCat,SmartRunAway,1,26,0.0,26,6,hard
BurstMoveCat,RunAway,1,29,0.0,29,6,hard
BurstMoveCat,Corner,1,49,0.0,49,6,hard
BurstMoveCat,Predictive,1,66,0.0,66,6,hard
BurstMoveCat,Memory,1,10,0.0,10,6,hard
BurstMoveCat,Corner,1,14,0.0,14,6,hard
BurstMoveCat,Random,1,18,0.0,18,6,hard
BurstMoveCat,SmartRunAway,1,39,0.0,39,6,hard
BurstMoveCat,Predictive,1,65,0.0,65,6,hard
BurstMoveCat,RunAway,1,92,0.0,92,6,hard
BurstMoveCat,Corner,1,11,0.0,11,6,hard
BurstMoveCat,Memory,1,26,0.0,26,6,hard
BurstMoveCat,Predictive,1,59,0.0,59,6,hard
BurstMoveCat,Random,1,84,0.01,84,6,hard
BurstMoveCat,SmartRunAway,1,99,0.01,99,6,hard
BurstMoveCat,RunAway,0,-1,-1,200,6,hard
BurstMoveCat,Predictive,1,9,0.0,9,6,hard
BurstMoveCat,Random,1,18,0.0,18,6,hard
BurstMoveCat,Memory,1,29,0.0,29,6,hard
BurstMoveCat,Corner,1,48,0.0,48,6,hard
BurstMoveCat,RunAway,1,58,0.0,58,6,hard
BurstMoveCat,SmartRunAway,1,67,0.0,67,6,hard
BurstMoveCat,Memory,1,6,0.0,6,6,hard
BurstMoveCat,Corner,1,19,0.0,19,6,hard
BurstMoveCat,Random,1,49,0.0,49,6,hard
BurstMoveCat,RunAway,1,87,0.0,87,6,hard
BurstMoveCat,Predictive,1,87,0.0,87,6,hard
BurstMoveCat,SmartRunAway,1,89,0.0,89,6,hard
BurstMoveCat,SmartRunAway,1,9,0.0,9,6,hard
BurstMoveCat,Random,1,24,0.0,24,6,hard
BurstMoveCat,Corner,1,49,0.0,49,6,hard
BurstMoveCat,Memory,1,58,0.0,58,6,hard
BurstMoveCat,Predictive,1,65,0.0,65,6,hard
BurstMoveCat,RunAway,0,-1,-1,200,6,hard
BurstMoveCat,SmartRunAway,1,9,0.0,9,6,hard
BurstMoveCat,Predictive,1,21,0.0,21,6,hard
BurstMoveCat,RunAway,1,24,0.0,24,6,hard
BurstMoveCat,Memory,1,49,0.0,49,6,hard
BurstMoveCat,Corner,1,71,0.0,71,6,hard
BurstMoveCat,Random,0,-1,-1,200,6,hard
BurstMoveCat,SmartRunAway,1,9,0.0,9,6,hard
BurstMoveCat,Memory,1,13,0.0,13,6,hard
BurstMoveCat,Corner,1,21,0.0,21,6,hard
BurstMoveCat,RunAway,1,24,0.0,24,6,hard
BurstMoveCat,Random,1,41,0.0,41,6,hard
BurstMoveCat,Predictive,1,65,0.0,65,6,hard
BurstMoveCat,Predictive,1,17,0.0,17,6,hard
BurstMoveCat,Corner,1,28,0.0,28,6,hard
BurstMoveCat,Memory,1,39,0.0,39,6,hard
BurstMoveCat,Random,1,40,0.0,40,6,hard
BurstMoveCat,RunAway,1,66,0.0,66,6,hard
BurstMoveCat,SmartRunAway,1,94,0.01,94,6,hard
BurstMoveCat,Random,1,9,0.0,9,6,hard
BurstMoveCat,Memory,1,30,0.0,30,6,hard
BurstMoveCat,Predictive,1,45,0.0,45,6,hard
BurstMoveCat,RunAway,1,60,0.0,60,6,hard
BurstMoveCat,SmartRunAway,1,60,0.0,60,6,hard
BurstMoveCat,Corner,1,81,0.0,81,6,hard
BurstMoveCat,Memory,1,4,0.0,4,6,hard
BurstMoveCat,Corner,1,16,0.0,16,6,hard
BurstMoveCat,Random,1,41,0.0,41,6,hard
BurstMoveCat,SmartRunAway,1,59,0.0,59,6,hard
BurstMoveCat,RunAway,1,99,0.01,99,6,hard
BurstMoveCat,Predictive,1,99,0.01,99,6,hard
BurstMoveCat,Corner,1,9,0.0,9,6,hard
BurstMoveCat,Random,1,16,0.0,16,6,hard
BurstMoveCat,Predictive,1,39,0.0,39,6,hard
BurstMoveCat,Memory,1,47,0.0,47,6,hard
BurstMoveCat,SmartRunAway,1,55,0.0,55,6,hard
BurstMoveCat,RunAway,1,89,0.0,89,6,hard
BurstMoveCat,Memory,1,13,0.0,13,6,hard
BurstMoveCat,Corner,1,17,0.0,17,6,hard
BurstMoveCat,RunAway,1,29,0.0,29,6,hard
BurstMoveCat,Predictive,1,51,0.0,51,6,hard
BurstMoveCat,Random,1,64,0.0,64,6,hard
BurstMoveCat,SmartRunAway,1,80,0.0,80,6,hard
BurstMoveCat,Random,1,0,0.0,0,6,hard
BurstMoveCat,Corner,1,21,0.0,21,6,hard
BurstMoveCat,Memory,1,37,0.0,37,6,hard
BurstMoveCat,Predictive,1,69,0.0,69,6,hard
BurstMoveCat,SmartRunAway,1,90,0.0,90,6,hard
BurstMoveCat,RunAway,0,-1,-1,201,6,hard
BurstMoveCat,Memory,1,6,0.0,6,6,hard
BurstMoveCat,Corner,1,18,0.0,18,6,hard
BurstMoveCat,RunAway,1,59,0.0,59,6,hard
BurstMoveCat,SmartRunAway,1,75,0.0,75,6,hard
BurstMoveCat,Random,1,94,0.01,94,6,hard
BurstMoveCat,Predictive,0,-1,-1,200,6,hard
BurstMoveCat,Random,1,1,0.0,1,6,hard
BurstMoveCat,Memory,1,7,0.0,7,6,hard
BurstMoveCat,Corner,1,29,0.0,29,6,hard
BurstMoveCat,SmartRunAway,1,50,0.0,50,6,hard
BurstMoveCat,RunAway,1,59,0.0,59,6,hard
BurstMoveCat,Predictive,1,86,0.01,86,6,hard
BurstMoveCat,Memory,1,18,0.0,18,6,hard
BurstMoveCat,SmartRunAway,1,38,0.0,38,6,hard
BurstMoveCat,RunAway,1,79,0.01,79,6,hard
BurstMoveCat,Random,0,-1,-1,200,6,hard
BurstMoveCat,Predictive,0,-1,-1,200,6,hard
BurstMoveCat,Corner,0,-1,-1,200,6,hard
BurstMoveCat,Memory,1,3,0.0,3,6,hard
BurstMoveCat,RunAway,1,13,0.0,13,6,hard
BurstMoveCat,SmartRunAway,1,39,0.0,39,6,hard
BurstMoveCat,Predictive,1,55,0.0,55,6,hard
BurstMoveCat,Corner,1,71,0.0,71,6,hard
BurstMoveCat,Random,1,80,0.0,80,6,hard
BurstMoveCat,Random,1,11,0.0,11,6,hard
BurstMoveCat,RunAway,1,29,0.0,29,6,hard
BurstMoveCat,SmartRunAway,1,35,0.0,35,6,hard
BurstMoveCat,Memory,1,53,0.0,53,6,hard
BurstMoveCat,Corner,1,62,0.0,62,6,hard
BurstMoveCat,Predictive,1,73,0.0,73,6,hard
BurstMoveCat,Random,1,4,0.0,4,6,hard
BurstMoveCat,SmartRunAway,1,23,0.0,23,6,hard
BurstMoveCat,Corner,1,44,0.0,44,6,hard
BurstMoveCat,Memory,1,46,0.0,46,6,hard
BurstMoveCat,Predictive,1,69,0.0,69,6,hard
BurstMoveCat,RunAway,0,-1,-1,201,6,hard
BurstMoveCat,Random,1,3,0.0,3,6,hard
BurstMoveCat,Predictive,1,17,0.0,17,6,hard
BurstMoveCat,Memory,1,28,0.0,28,6,hard
BurstMoveCat,Corner,1,59,0.0,59,6,hard
BurstMoveCat,RunAway,1,72,0.0,72,6,hard
BurstMoveCat,SmartRunAway,1,89,0.0,89,6,hard
BurstMoveCat,Memory,1,6,0.0,6,6,hard
BurstMoveCat,Random,1,19,0.0,19,6,hard
BurstMoveCat,Corner,1,33,0.0,33,6,hard
BurstMoveCat,RunAway,1,93,0.01,93,6,hard
BurstMoveCat,SmartRunAway,0,-1,-1,201,6,hard
BurstMoveCat,Predictive,0,-1,-1,201,6,hard
BurstMoveCat,Random,1,8,0.0,8,6,hard
BurstMoveCat,Memory,1,9,0.0,9,6,hard
BurstMoveCat,Predictive,1,44,0.0,44,6,hard
BurstMoveCat,RunAway,1,47,0.0,47,6,hard
BurstMoveCat,SmartRunAway,1,72,0.0,72,6,hard
BurstMoveCat,Corner,1,82,0.0,82,6,hard
BurstMoveCat,Memory,1,7,0.0,7,6,hard
BurstMoveCat,Random,1,19,0.0,19,6,hard
BurstMoveCat,Corner,1,31,0.0,31,6,hard
BurstMoveCat,RunAway,1,37,0.0,37,6,hard
BurstMoveCat,Predictive,1,59,0.0,59,6,hard
BurstMoveCat,SmartRunAway,0,-1,-1,200,6,hard
BurstMoveCat,SmartRunAway,1,4,0.0,4,6,hard
BurstMoveCat,RunAway,1,13,0.0,13,6,hard
BurstMoveCat,Predictive,1,29,0.0,29,6,hard
BurstMoveCat,Memory,1,42,0.0,42,6,hard
BurstMoveCat,Random,1,49,0.0,49,6,hard
BurstMoveCat,Corner,1,69,0.0,69,6,hard
BurstMoveCat,Random,1,9,0.0,9,6,hard
BurstMoveCat,Predictive,1,34,0.0,34,6,hard
BurstMoveCat,RunAway,1,47,0.0,47,6,hard
BurstMoveCat,SmartRunAway,1,55,0.0,55,6,hard
BurstMoveCat,Corner,1,75,0.0,75,6,hard
BurstMoveCat,Memory,0,-1,-1,201,6,hard
BurstMoveCat,Random,1,14,0.0,14,6,hard
BurstMoveCat,Predictive,1,29,0.0,29,6,hard
BurstMoveCat,Memory,1,49,0.0,49,6,hard
BurstMoveCat,SmartRunAway,1,59,0.0,59,6,hard
BurstMoveCat,Corner,1,75,0.0,75,6,hard
BurstMoveCat,RunAway,1,99,0.0,99,6,hard
BurstMoveCat,Random,1,9,0.0,9,6,hard
BurstMoveCat,Corner,1,13,0.0,13,6,hard
BurstMoveCat,RunAway,1,39,0.0,39,6,hard
BurstMoveCat,SmartRunAway,1,49,0.0,49,6,hard
BurstMoveCat,Predictive,1,51,0.0,51,6,hard
BurstMoveCat,Memory,1,67,0.0,67,6,hard
BurstMoveCat,SmartRunAway,1,22,0.0,22,6,hard
BurstMoveCat,Predictive,1,59,0.0,59,6,hard
BurstMoveCat,RunAway,1,79,0.0,79,6,hard
BurstMoveCat,Memory,1,82,0.0,82,6,hard
BurstMoveCat,Corner,1,92,0.0,92,6,hard
BurstMoveCat,Random,0,-1,-1,201,6,hard
BurstMoveCat,Predictive,1,2,0.0,2,6,hard
BurstMoveCat,SmartRunAway,1,44,0.0,44,6,hard
BurstMoveCat,Memory,1,47,0.0,47,6,hard
BurstMoveCat,RunAway,1,51,0.0,51,6,hard
BurstMoveCat,Random,1,54,0.0,54,6,hard
BurstMoveCat,Corner,1,71,0.0,71,6,hard
BurstMoveCat,SmartRunAway,1,9,0.0,9,6,hard
BurstMoveCat,RunAway,1,22,0.0,22,6,hard
BurstMoveCat,Corner,1,38,0.0,38,6,hard
BurstMoveCat,Random,1,64,0.0,64,6,hard
BurstMoveCat,Predictive,1,98,0.01,98,6,hard
BurstMoveCat,Memory,0,-1,-1,200,6,hard
BurstMoveCat,SmartRunAway,1,15,0.0,15,6,hard
BurstMoveCat,Corner,1,29,0.0,29,6,hard
BurstMoveCat,Memory,1,49,0.0,49,6,hard
BurstMoveCat,Predictive,1,79,0.0,79,6,hard
BurstMoveCat,Random,1,91,0.0,91,6,hard
BurstMoveCat,RunAway,0,-1,-1,200,6,hard
BurstMoveCat,Random,1,3,0.0,3,6,hard
BurstMoveCat,Corner,1,16,0.0,16,6,hard
BurstMoveCat,Memory,1,25,0.0,25,6,hard
BurstMoveCat,RunAway,1,83,0.01,83,6,hard
BurstMoveCat,SmartRunAway,1,89,0.01,89,6,hard
BurstMoveCat,Predictive,1,89,0.01,89,6,hard
